Well,Fluor,Target,Sample,Rep,Cq
C02,FAM,,'06-41,2,45
C03,FAM,,'06-49,1,45
C04,FAM,,'06-49,2,45
C05,FAM,,'06-57,1,45
C06,FAM,,'06-57,2,45
C07,FAM,,'06-65,1,29.18340495
C08,FAM,,'06-65,2,29.14672611
C09,FAM,,'06-73,1,45
C10,FAM,,'06-73,2,45
C11,FAM,,'06-79,1,45
C12,FAM,,'06-79,2,45
D01,FAM,,'06-40,1,45
D02,FAM,,'06-40,2,45
D03,FAM,,'06-48,1,45
D04,FAM,,'06-48,2,45
D05,FAM,,'06-56,1,37.44880108
D06,FAM,,'06-56,2,39.34018481
D07,FAM,,'06-64,1,45
D08,FAM,,'06-64,2,45
D09,FAM,,'06-72,1,45
D10,FAM,,'06-72,2,45
D11,FAM,,'06-80,1,45
D12,FAM,,'06-80,2,45
E01,FAM,,'06-39,1,45
E02,FAM,,'06-39,2,45
E03,FAM,,'06-47,1,45
E04,FAM,,'06-47,2,45
E05,FAM,,'06-55,1,32.84894927
E06,FAM,,'06-55,2,34.85091381
E07,FAM,,'06-63,1,45
E08,FAM,,'06-63,2,45
E09,FAM,,'06-71,1,45
E10,FAM,,'06-71,2,45
E11,FAM,,'06-81,1,29.5979667
E12,FAM,,'06-81,2,45
F01,FAM,,'06-38,1,45
F02,FAM,,'06-38,2,45
F03,FAM,,'06-46,1,45
F04,FAM,,'06-46,2,45
F05,FAM,,'06-54,1,45
F06,FAM,,'06-54,2,45
F07,FAM,,'06-62,1,45
F08,FAM,,'06-62,2,45
F09,FAM,,'06-70,1,45
F10,FAM,,'06-70,2,45
F11,FAM,,'07-01,1,45
F12,FAM,,'07-01,2,45
G01,FAM,,'06-37,1,40.2749708
G02,FAM,,'06-37,2,35.36253937
G03,FAM,,'06-45,1,45
G04,FAM,,'06-45,2,39.66938318
G05,FAM,,'06-53,1,31.2838198
G06,FAM,,'06-53,2,31.43446855
G07,FAM,,'06-61,1,45
G08,FAM,,'06-61,2,45
G09,FAM,,"Bd+FV3 10_5,5",1,23.74074681
G10,FAM,,"Bd+FV3 10_2,2",1,34.17544428
G11,FAM,,"Bd+FV3 10_1,1",1,34.45218205
G12,FAM,,NTC,1,45
H01,FAM,,'06-36,1,45
H02,FAM,,'06-36,2,45
H03,FAM,,'06-44,1,37.31473267
H04,FAM,,'06-44,2,39.01876263
H05,FAM,,'06-52,1,45
H06,FAM,,'06-52,2,45
H07,FAM,,'06-60,1,45
H08,FAM,,'06-60,2,45
H09,FAM,,"Bd+FV3 10_5,5",2,24.05763525
H10,FAM,,"Bd+FV3 10_2,2",2,35.48649691
H11,FAM,,"Bd+FV3 10_1,1",2,45
H12,FAM,,NTC,2,45
A01,HEX,,'06-43,1,45
A02,HEX,,'06-43,2,45
A03,HEX,,'06-51,1,45
A04,HEX,,'06-51,2,45
A05,HEX,,'06-59,1,45
A06,HEX,,'06-59,2,45
A07,HEX,,'06-67,1,45
A08,HEX,,'06-67,2,45
A09,HEX,,'06-75,1,45
A10,HEX,,'06-75,2,45
A11,HEX,,'06-77,1,45
A12,HEX,,'06-77,2,42.36134654
B01,HEX,,'06-42,1,38.8149415
B02,HEX,,'06-42,2,36.86932263
B03,HEX,,'06-50,1,45
B04,HEX,,'06-50,2,45
B05,HEX,,'06-58,1,45
B06,HEX,,'06-58,2,45
B07,HEX,,'06-66,1,42.72712317
B08,HEX,,'06-66,2,40.42161263
B09,HEX,,'06-74,1,45
B10,HEX,,'06-74,2,45
B11,HEX,,'06-78,1,45
B12,HEX,,'06-78,2,45
C01,HEX,,'06-41,1,45
C02,HEX,,'06-41,2,45
C03,HEX,,'06-49,1,45
C04,HEX,,'06-49,2,45
C05,HEX,,'06-57,1,45
C06,HEX,,'06-57,2,45
C07,HEX,,'06-65,1,45
C08,HEX,,'06-65,2,45
C09,HEX,,'06-73,1,45
C10,HEX,,'06-73,2,45
C11,HEX,,'06-79,1,45
C12,HEX,,'06-79,2,45
D01,HEX,,'06-40,1,45
D02,HEX,,'06-40,2,45
D03,HEX,,'06-48,1,45
D04,HEX,,'06-48,2,45
D05,HEX,,'06-56,1,45
D06,HEX,,'06-56,2,45
D07,HEX,,'06-64,1,45
D08,HEX,,'06-64,2,45
D09,HEX,,'06-72,1,45
D10,HEX,,'06-72,2,45
D11,HEX,,'06-80,1,45
D12,HEX,,'06-80,2,45
E01,HEX,,'06-39,1,45
E02,HEX,,'06-39,2,45
E03,HEX,,'06-47,1,45
E04,HEX,,'06-47,2,45
E05,HEX,,'06-55,1,42.01903217
E06,HEX,,'06-55,2,45
E07,HEX,,'06-63,1,45
E08,HEX,,'06-63,2,45
E09,HEX,,'06-71,1,45
E10,HEX,,'06-71,2,45
E11,HEX,,'06-81,1,45
E12,HEX,,'06-81,2,45
F01,HEX,,'06-38,1,45
F02,HEX,,'06-38,2,45
F03,HEX,,'06-46,1,45
F04,HEX,,'06-46,2,45
F05,HEX,,'06-54,1,45
F06,HEX,,'06-54,2,45
F07,HEX,,'06-62,1,45
F08,HEX,,'06-62,2,45
F09,HEX,,'06-70,1,45
F10,HEX,,'06-70,2,45
F11,HEX,,'07-01,1,45
F12,HEX,,'07-01,2,45
G01,HEX,,'06-37,1,45
G02,HEX,,'06-37,2,45
G03,HEX,,'06-45,1,45
G04,HEX,,'06-45,2,45
G05,HEX,,'06-53,1,29.19508959
G06,HEX,,'06-53,2,29.22966212
G07,HEX,,'06-61,1,45
G08,HEX,,'06-61,2,45
G09,HEX,,"Bd+FV3 10_5,5",1,24.03760886
G10,HEX,,"Bd+FV3 10_2,2",1,34.28208771
G11,HEX,,"Bd+FV3 10_1,1",1,34.10044092
G12,HEX,,NTC,1,45
H01,HEX,,'06-36,1,45
H02,HEX,,'06-36,2,45
H03,HEX,,'06-44,1,40.07988216
H04,HEX,,'06-44,2,45
H05,HEX,,'06-52,1,45
H06,HEX,,'06-52,2,45
H07,HEX,,'06-60,1,45
H08,HEX,,'06-60,2,45
H09,HEX,,"Bd+FV3 10_5,5",2,24.24802088
H10,HEX,,"Bd+FV3 10_2,2",2,35.46007645
H11,HEX,,"Bd+FV3 10_1,1",2,45
H12,HEX,,NTC,2,45
A01,FAM,,'06-21,1,45
A02,FAM,,'06-21,2,45
A03,FAM,,'07-04,1,45
A04,FAM,,'07-04,2,45
A05,FAM,,'07-12,1,45
A06,FAM,,'07-12,2,45
A07,FAM,,'07-20,1,45
A08,FAM,,'07-20,2,45
A09,FAM,,'07-28,1,45
A10,FAM,,'07-28,2,45
A11,FAM,,'07-36,1,45
A12,FAM,,'07-36,2,45
B01,FAM,,'06-20,1,45
B02,FAM,,'06-20,2,45
B03,FAM,,'07-05,1,45
B04,FAM,,'07-05,2,45
B05,FAM,,'07-13,1,45
B06,FAM,,'07-13,2,45
B07,FAM,,'07-21,1,45
B08,FAM,,'07-21,2,45
B09,FAM,,'07-29,1,45
B10,FAM,,'07-29,2,45
B11,FAM,,'07-37,1,45
B12,FAM,,'07-37,2,45
C01,FAM,,'06-29,1,45
C02,FAM,,'06-29,2,45
C03,FAM,,'07-06,1,34.26179827
C04,FAM,,'07-06,2,34.05941165
C05,FAM,,'07-14,1,45
C06,FAM,,'07-14,2,45
C07,FAM,,'07-22,1,45
C08,FAM,,'07-22,2,45
C09,FAM,,'07-30,1,45
C10,FAM,,'07-30,2,45
C11,FAM,,'07-38,1,45
C12,FAM,,'07-38,2,45
D01,FAM,,'06-28,1,45
D02,FAM,,'06-28,2,45
D03,FAM,,'07-07,1,45
D04,FAM,,'07-07,2,45
D05,FAM,,'07-15,1,45
D06,FAM,,'07-15,2,45
D07,FAM,,'07-23,1,45
D08,FAM,,'07-23,2,45
D09,FAM,,'07-31,1,45
D10,FAM,,'07-31,2,45
D11,FAM,,'07-39,1,40.07994879
D12,FAM,,'07-39,2,38.87257899
E01,FAM,,'06-69,1,45
E02,FAM,,'06-69,2,45
E03,FAM,,'07-08,1,45
E04,FAM,,'07-08,2,45
E05,FAM,,'07-16,1,45
E06,FAM,,'07-16,2,45
E07,FAM,,'07-24,1,45
E08,FAM,,'07-24,2,45
E09,FAM,,'07-32,1,38.76963712
E10,FAM,,'07-32,2,39.88172515
E11,FAM,,'07-40,1,45
E12,FAM,,'07-40,2,45
F01,FAM,,'06-68,1,45
F02,FAM,,'06-68,2,45
F03,FAM,,'07-09,1,45
F04,FAM,,'07-09,2,45
F05,FAM,,'07-17,1,45
F06,FAM,,'07-17,2,45
F07,FAM,,'07-25,1,45
F08,FAM,,'07-25,2,45
F09,FAM,,'07-33,1,45
F10,FAM,,'07-33,2,45
F11,FAM,,'07-41,1,45
F12,FAM,,'07-41,2,45
G01,FAM,,'07-02,1,45
G02,FAM,,'07-02,2,45
G03,FAM,,'07-10,1,25.6859598
G04,FAM,,'07-10,2,25.79860309
G05,FAM,,'07-18,1,45
G06,FAM,,'07-18,2,42.45648061
G07,FAM,,'07-26,1,33.45598032
G08,FAM,,'07-26,2,33.64670631
G09,FAM,,"Bd+FV3 10_5,5",1,25.22945185
G10,FAM,,"Bd+FV3 10_2,2",1,35.47260021
G11,FAM,,"Bd+FV3 10_1,1",1,45
G12,FAM,,NTC,1,45
H01,FAM,,'07-03,1,45
H02,FAM,,'07-03,2,45
H03,FAM,,'07-11,1,33.77189877
H04,FAM,,'07-11,2,34.52089712
H05,FAM,,'07-19,1,45
H06,FAM,,'07-19,2,45
H07,FAM,,'07-27,1,45
H08,FAM,,'07-27,2,45
H09,FAM,,"Bd+FV3 10_5,5",2,25.2872325
H10,FAM,,"Bd+FV3 10_2,2",2,35.94930302
H11,FAM,,"Bd+FV3 10_1,1",2,45
H12,FAM,,NTC,2,45
A01,HEX,,'06-21,1,45
A02,HEX,,'06-21,2,45
A03,HEX,,'07-04,1,45
A04,HEX,,'07-04,2,45
A05,HEX,,'07-12,1,45
A06,HEX,,'07-12,2,41.2114191
A07,HEX,,'07-20,1,45
A08,HEX,,'07-20,2,41.35565973
A09,HEX,,'07-28,1,45
A10,HEX,,'07-28,2,45
A11,HEX,,'07-36,1,45
A12,HEX,,'07-36,2,45
B01,HEX,,'06-20,1,45
B02,HEX,,'06-20,2,45
B03,HEX,,'07-05,1,45
B04,HEX,,'07-05,2,45
B05,HEX,,'07-13,1,40.61880837
B06,HEX,,'07-13,2,45
B07,HEX,,'07-21,1,40.05564623
B08,HEX,,'07-21,2,45
B09,HEX,,'07-29,1,45
B10,HEX,,'07-29,2,45
B11,HEX,,'07-37,1,45
B12,HEX,,'07-37,2,45
C01,HEX,,'06-29,1,45
C02,HEX,,'06-29,2,45
C03,HEX,,'07-06,1,45
C04,HEX,,'07-06,2,45
C05,HEX,,'07-14,1,34.26899579
C06,HEX,,'07-14,2,35.10822344
C07,HEX,,'07-22,1,45
C08,HEX,,'07-22,2,45
C09,HEX,,'07-30,1,45
C10,HEX,,'07-30,2,45
C11,HEX,,'07-38,1,45
C12,HEX,,'07-38,2,45
D01,HEX,,'06-28,1,45
D02,HEX,,'06-28,2,45
D03,HEX,,'07-07,1,45
D04,HEX,,'07-07,2,45
D05,HEX,,'07-15,1,45
D06,HEX,,'07-15,2,45
D07,HEX,,'07-23,1,45
D08,HEX,,'07-23,2,45
D09,HEX,,'07-31,1,45
D10,HEX,,'07-31,2,45
D11,HEX,,'07-39,1,45
D12,HEX,,'07-39,2,45
E01,HEX,,'06-69,1,45
E02,HEX,,'06-69,2,45
E03,HEX,,'07-08,1,45
E04,HEX,,'07-08,2,45
E05,HEX,,'07-16,1,45
E06,HEX,,'07-16,2,45
E07,HEX,,'07-24,1,45
E08,HEX,,'07-24,2,45
E09,HEX,,'07-32,1,45
E10,HEX,,'07-32,2,45
E11,HEX,,'07-40,1,45
E12,HEX,,'07-40,2,45
F01,HEX,,'06-68,1,44.57870227
F02,HEX,,'06-68,2,38.79933401
F03,HEX,,'07-09,1,45
F04,HEX,,'07-09,2,45
F05,HEX,,'07-17,1,45
F06,HEX,,'07-17,2,45
F07,HEX,,'07-25,1,45
F08,HEX,,'07-25,2,45
F09,HEX,,'07-33,1,45
F10,HEX,,'07-33,2,45
F11,HEX,,'07-41,1,45
F12,HEX,,'07-41,2,45
G01,HEX,,'07-02,1,45
G02,HEX,,'07-02,2,45
G03,HEX,,'07-10,1,45
G04,HEX,,'07-10,2,45
G05,HEX,,'07-18,1,45
G06,HEX,,'07-18,2,45
G07,HEX,,'07-26,1,45
G08,HEX,,'07-26,2,45
G09,HEX,,"Bd+FV3 10_5,5",1,25.57434646
G10,HEX,,"Bd+FV3 10_2,2",1,35.56503835
G11,HEX,,"Bd+FV3 10_1,1",1,40.27360163
G12,HEX,,NTC,1,45
H01,HEX,,'07-03,1,45
H02,HEX,,'07-03,2,45
H03,HEX,,'07-11,1,45
H04,HEX,,'07-11,2,45
H05,HEX,,'07-19,1,45
H06,HEX,,'07-19,2,45
H07,HEX,,'07-27,1,45
H08,HEX,,'07-27,2,45
H09,HEX,,"Bd+FV3 10_5,5",2,25.87160893
H10,HEX,,"Bd+FV3 10_2,2",2,35.81386324
H11,HEX,,"Bd+FV3 10_1,1",2,45
H12,HEX,,NTC,2,45
A01,FAM,,'07-44,1,45
A02,FAM,,'07-44,2,45
A03,FAM,,'07-52,1,45
A04,FAM,,'07-52,2,45
A05,FAM,,'07-60,1,45
A06,FAM,,'07-60,2,45
A07,FAM,,'07-68,1,45
A08,FAM,,'07-68,2,45
A09,FAM,,'07-76,1,45
A10,FAM,,'07-76,2,45
A11,FAM,,'08-03,1,45
A12,FAM,,'08-03,2,45
B01,FAM,,'07-45,1,45
B02,FAM,,'07-45,2,45
B03,FAM,,'07-53,1,38.70897922
B04,FAM,,'07-53,2,38.0581888
B05,FAM,,'07-61,1,45
B06,FAM,,'07-61,2,45
B07,FAM,,'07-69,1,45
B08,FAM,,'07-69,2,45
B09,FAM,,'07-77,1,45
B10,FAM,,'07-77,2,45
B11,FAM,,'08-04,1,45
B12,FAM,,'08-04,2,45
C01,FAM,,'07-46,1,45
C02,FAM,,'07-46,2,45
C03,FAM,,'07-54,1,45
C04,FAM,,'07-54,2,45
C05,FAM,,'07-62,1,45
C06,FAM,,'07-62,2,45
C07,FAM,,'07-70,1,45
C08,FAM,,'07-70,2,45
C09,FAM,,'07-78,1,45
C10,FAM,,'07-78,2,45
C11,FAM,,'08-05,1,45
C12,FAM,,'08-05,2,45
D01,FAM,,'07-47,1,45
D02,FAM,,'07-47,2,45
D03,FAM,,'07-55,1,45
D04,FAM,,'07-55,2,45
D05,FAM,,'07-63,1,45
D06,FAM,,'07-63,2,45
D07,FAM,,'07-71,1,36.06624351
D08,FAM,,'07-71,2,36.59519881
D09,FAM,,'07-79,1,45
D10,FAM,,'07-79,2,45
D11,FAM,,'08-06,1,45
D12,FAM,,'08-06,2,45
E01,FAM,,'07-48,1,45
E02,FAM,,'07-48,2,45
E03,FAM,,'07-56,1,45
E04,FAM,,'07-56,2,45
E05,FAM,,'07-64,1,45
E06,FAM,,'07-64,2,45
E07,FAM,,'07-72,1,45
E08,FAM,,'07-72,2,45
E09,FAM,,'07-80,1,45
E10,FAM,,'07-80,2,45
E11,FAM,,'08-07,1,45
E12,FAM,,'08-07,2,45
F01,FAM,,'07-49,1,45
F02,FAM,,'07-49,2,45
F03,FAM,,'07-57,1,45
F04,FAM,,'07-57,2,45
F05,FAM,,'07-65,1,39.16093378
F06,FAM,,'07-65,2,38.96537991
F07,FAM,,'07-73,1,45
F08,FAM,,'07-73,2,45
F09,FAM,,'07-81,1,45
F10,FAM,,'07-81,2,45
F11,FAM,,'08-08,1,45
F12,FAM,,'08-08,2,45
G01,FAM,,'07-50,1,45
G02,FAM,,'07-50,2,45
G03,FAM,,'07-58,1,45
G04,FAM,,'07-58,2,45
G05,FAM,,'07-66,1,45
G06,FAM,,'07-66,2,45
G07,FAM,,'07-74,1,45
G08,FAM,,'07-74,2,45
G09,FAM,,"Bd+FV3 10_5,5",1,25.17889207
G10,FAM,,"Bd+FV3 10_2,2",1,36.13527893
G11,FAM,,"Bd+FV3 10_1,1",1,45
G12,FAM,,NTC,1,45
H01,FAM,,'07-51,1,45
H02,FAM,,'07-51,2,45
H03,FAM,,'07-59,1,45
H04,FAM,,'07-59,2,45
H05,FAM,,'07-67,1,45
H06,FAM,,'07-67,2,45
H07,FAM,,'07-75,1,45
H08,FAM,,'07-75,2,45
H09,FAM,,"Bd+FV3 10_5,5",1,25.47805354
H10,FAM,,"Bd+FV3 10_2,2",1,35.7480501
H11,FAM,,"Bd+FV3 10_1,1",1,38.05432727
H12,FAM,,NTC,1,45
A01,HEX,,'07-44,1,45
A02,HEX,,'07-44,2,45
A03,HEX,,'07-52,1,45
A04,HEX,,'07-52,2,45
A05,HEX,,'07-60,1,45
A06,HEX,,'07-60,2,45
A07,HEX,,'07-68,1,45
A08,HEX,,'07-68,2,45
A09,HEX,,'07-76,1,45
A10,HEX,,'07-76,2,45
A11,HEX,,'08-03,1,45
A12,HEX,,'08-03,2,38.39065625
B01,HEX,,'07-45,1,45
B02,HEX,,'07-45,2,45
B03,HEX,,'07-53,1,45
B04,HEX,,'07-53,2,45
B05,HEX,,'07-61,1,45
B06,HEX,,'07-61,2,45
B07,HEX,,'07-69,1,45
B08,HEX,,'07-69,2,45
B09,HEX,,'07-77,1,35.92507441
B10,HEX,,'07-77,2,36.2960989
B11,HEX,,'08-04,1,37.33160305
B12,HEX,,'08-04,2,38.77224845
C01,HEX,,'07-46,1,45
C02,HEX,,'07-46,2,45
C03,HEX,,'07-54,1,45
C04,HEX,,'07-54,2,45
C05,HEX,,'07-62,1,45
C06,HEX,,'07-62,2,45
C07,HEX,,'07-70,1,45
C08,HEX,,'07-70,2,45
C09,HEX,,'07-78,1,18.99977494
C10,HEX,,'07-78,2,18.40570883
C11,HEX,,'08-05,1,45
C12,HEX,,'08-05,2,37.34811936
D01,HEX,,'07-47,1,45
D02,HEX,,'07-47,2,45
D03,HEX,,'07-55,1,45
D04,HEX,,'07-55,2,45
D05,HEX,,'07-63,1,45
D06,HEX,,'07-63,2,45
D07,HEX,,'07-71,1,45
D08,HEX,,'07-71,2,45
D09,HEX,,'07-79,1,36.5422168
D10,HEX,,'07-79,2,35.14748616
D11,HEX,,'08-06,1,45
D12,HEX,,'08-06,2,45
E01,HEX,,'07-48,1,45
E02,HEX,,'07-48,2,45
E03,HEX,,'07-56,1,45
E04,HEX,,'07-56,2,45
E05,HEX,,'07-64,1,45
E06,HEX,,'07-64,2,45
E07,HEX,,'07-72,1,45
E08,HEX,,'07-72,2,45
E09,HEX,,'07-80,1,36.09538906
E10,HEX,,'07-80,2,35.72463516
E11,HEX,,'08-07,1,45
E12,HEX,,'08-07,2,45
F01,HEX,,'07-49,1,45
F02,HEX,,'07-49,2,45
F03,HEX,,'07-57,1,45
F04,HEX,,'07-57,2,45
F05,HEX,,'07-65,1,45
F06,HEX,,'07-65,2,45
F07,HEX,,'07-73,1,45
F08,HEX,,'07-73,2,45
F09,HEX,,'07-81,1,30.36419124
F10,HEX,,'07-81,2,30.53791091
F11,HEX,,'08-08,1,45
F12,HEX,,'08-08,2,45
G01,HEX,,'07-50,1,45
G02,HEX,,'07-50,2,45
G03,HEX,,'07-58,1,45
G04,HEX,,'07-58,2,45
G05,HEX,,'07-66,1,45
G06,HEX,,'07-66,2,45
G07,HEX,,'07-74,1,38.66788942
G08,HEX,,'07-74,2,36.10714402
G09,HEX,,"Bd+FV3 10_5,5",1,25.38121418
G10,HEX,,"Bd+FV3 10_2,2",1,36.38054189
G11,HEX,,"Bd+FV3 10_1,1",1,39.96686622
G12,HEX,,NTC,1,45
H01,HEX,,'07-51,1,45
H02,HEX,,'07-51,2,45
H03,HEX,,'07-59,1,45
H04,HEX,,'07-59,2,45
H05,HEX,,'07-67,1,45
H06,HEX,,'07-67,2,45
H07,HEX,,'07-75,1,38.55173011
H08,HEX,,'07-75,2,37.27477015
H09,HEX,,"Bd+FV3 10_5,5",1,25.72398437
H10,HEX,,"Bd+FV3 10_2,2",1,35.9249708
H11,HEX,,"Bd+FV3 10_1,1",1,38.16749084
H12,HEX,,NTC,1,45
A01,FAM,,''08-41,1,45
A02,FAM,,''08-42,1,45
A03,FAM,,''09-18,1,45
A04,FAM,,''09-18,2,40.09549967
A05,FAM,,''09-27,1,45
A06,FAM,,''09-27,2,45
A07,FAM,,''09-35,1,45
A08,FAM,,''09-35,2,45
A09,FAM,,''09-43,1,45
A10,FAM,,''09-43,2,45
A11,FAM,,''09-51,1,45
A12,FAM,,''09-51,2,45
B01,FAM,,''08-41,2,45
B02,FAM,,''08-42,2,45
B03,FAM,,''09-19,1,45
B04,FAM,,''09-19,2,45
B05,FAM,,''09-28,1,45
B06,FAM,,''09-28,2,45
B07,FAM,,''09-36,1,45
B08,FAM,,''09-36,2,45
B09,FAM,,''09-44,1,45
B10,FAM,,''09-44,2,44.54950291
B11,FAM,,''09-52,1,45
B12,FAM,,''09-52,2,45
C01,FAM,,''08-49,1,45
C02,FAM,,''08-50,1,45
C03,FAM,,''09-20,1,45
C04,FAM,,''09-20,2,45
C05,FAM,,''09-29,1,45
C06,FAM,,''09-29,2,45
C07,FAM,,''09-37,1,45
C08,FAM,,''09-37,2,45
C09,FAM,,''09-45,1,45
C10,FAM,,''09-45,2,45
C11,FAM,,''09-53,1,35.2772749
C12,FAM,,''09-53,2,34.72500675
D01,FAM,,''08-49,2,45
D02,FAM,,''08-50,2,45
D03,FAM,,''09-21,1,45
D04,FAM,,''09-21,2,45
D05,FAM,,''09-30,1,45
D06,FAM,,''09-30,2,45
D07,FAM,,''09-38,1,45
D08,FAM,,''09-38,2,45
D09,FAM,,''09-46,1,45
D10,FAM,,''09-46,2,45
D11,FAM,,''09-54,1,45
D12,FAM,,''09-54,2,45
E01,FAM,,''09-08,1,45
E02,FAM,,''09-08,2,45
E03,FAM,,''09-22,1,45
E04,FAM,,''09-22,2,45
E05,FAM,,''09-31,1,45
E06,FAM,,''09-31,2,45
E07,FAM,,''09-39,1,45
E08,FAM,,''09-39,2,45
E09,FAM,,''09-47,1,45
E10,FAM,,''09-47,2,45
E11,FAM,,''09-55,1,45
E12,FAM,,''09-55,2,40.90810251
F01,FAM,,''09-09,1,45
F02,FAM,,''09-09,2,45
F03,FAM,,''09-23,1,45
F04,FAM,,''09-23,2,45
F05,FAM,,''09-32,1,45
F06,FAM,,''09-32,2,45
F07,FAM,,''09-40,1,45
F08,FAM,,''09-40,2,45
F09,FAM,,''09-48,1,45
F10,FAM,,''09-48,2,45
F11,FAM,,''09-56,1,45
F12,FAM,,''09-56,2,45
G01,FAM,,''09-16,1,45
G02,FAM,,''09-16,2,45
G03,FAM,,''09-24,1,45
G04,FAM,,''09-24,2,45
G05,FAM,,''09-33,1,45
G06,FAM,,''09-33,2,45
G07,FAM,,''09-41,1,45
G08,FAM,,''09-41,2,45
G09,FAM,,"Bd+FV3 10_5,5",1,24.39972559
G10,FAM,,"Bd+FV3 10_2,2",1,34.53130117
G11,FAM,,"Bd+FV3 10_1,1",1,35.3646932
G12,FAM,,NTC,1,45
H01,FAM,,''09-17,1,36.24076717
H02,FAM,,''09-17,2,37.6946661
H03,FAM,,''09-25,1,45
H04,FAM,,''09-25,2,45
H05,FAM,,''09-34,1,45
H06,FAM,,''09-34,2,45
H07,FAM,,''09-42,1,36.81131153
H08,FAM,,''09-42,2,36.00399058
H09,FAM,,"Bd+FV3 10_5,5",2,24.1741922
H10,FAM,,"Bd+FV3 10_2,2",2,34.71586879
H11,FAM,,"Bd+FV3 10_1,1",2,36.15048965
H12,FAM,,NTC,2,45
A01,HEX,,''08-41,1,45
A02,HEX,,''08-42,1,45
A03,HEX,,''09-18,1,45
A04,HEX,,''09-18,2,45
A05,HEX,,''09-27,1,45
A06,HEX,,''09-27,2,45
A07,HEX,,''09-35,1,45
A08,HEX,,''09-35,2,45
A09,HEX,,''09-43,1,45
A10,HEX,,''09-43,2,45
A11,HEX,,''09-51,1,45
A12,HEX,,''09-51,2,45
B01,HEX,,''08-41,2,45
B02,HEX,,''08-42,2,45
B03,HEX,,''09-19,1,45
B04,HEX,,''09-19,2,45
B05,HEX,,''09-28,1,45
B06,HEX,,''09-28,2,45
B07,HEX,,''09-36,1,45
B08,HEX,,''09-36,2,45
B09,HEX,,''09-44,1,45
B10,HEX,,''09-44,2,45
B11,HEX,,''09-52,1,45
B12,HEX,,''09-52,2,45
C01,HEX,,''08-49,1,45
C02,HEX,,''08-50,1,45
C03,HEX,,''09-20,1,45
C04,HEX,,''09-20,2,45
C05,HEX,,''09-29,1,45
C06,HEX,,''09-29,2,45
C07,HEX,,''09-37,1,45
C08,HEX,,''09-37,2,45
C09,HEX,,''09-45,1,45
C10,HEX,,''09-45,2,45
C11,HEX,,''09-53,1,45
C12,HEX,,''09-53,2,41.76597821
D01,HEX,,''08-49,2,45
D02,HEX,,''08-50,2,45
D03,HEX,,''09-21,1,45
D04,HEX,,''09-21,2,45
D05,HEX,,''09-30,1,45
D06,HEX,,''09-30,2,45
D07,HEX,,''09-38,1,45
D08,HEX,,''09-38,2,45
D09,HEX,,''09-46,1,45
D10,HEX,,''09-46,2,45
D11,HEX,,''09-54,1,45
D12,HEX,,''09-54,2,45
E01,HEX,,''09-08,1,45
E02,HEX,,''09-08,2,45
E03,HEX,,''09-22,1,45
E04,HEX,,''09-22,2,45
E05,HEX,,''09-31,1,45
E06,HEX,,''09-31,2,45
E07,HEX,,''09-39,1,45
E08,HEX,,''09-39,2,43.96324845
E09,HEX,,''09-47,1,45
E10,HEX,,''09-47,2,45
E11,HEX,,''09-55,1,20.45935894
E12,HEX,,''09-55,2,20.32737963
F01,HEX,,''09-09,1,45
F02,HEX,,''09-09,2,45
F03,HEX,,''09-23,1,45
F04,HEX,,''09-23,2,45
F05,HEX,,''09-32,1,45
F06,HEX,,''09-32,2,45
F07,HEX,,''09-40,1,45
F08,HEX,,''09-40,2,45
F09,HEX,,''09-48,1,45
F10,HEX,,''09-48,2,45
F11,HEX,,''09-56,1,41.40861729
F12,HEX,,''09-56,2,45
G01,HEX,,''09-16,1,45
G02,HEX,,''09-16,2,45
G03,HEX,,''09-24,1,45
G04,HEX,,''09-24,2,45
G05,HEX,,''09-33,1,45
G06,HEX,,''09-33,2,45
G07,HEX,,''09-41,1,45
G08,HEX,,''09-41,2,45
G09,HEX,,"Bd+FV3 10_5,5",1,25.62440306
G10,HEX,,"Bd+FV3 10_2,2",1,35.32184268
G11,HEX,,"Bd+FV3 10_1,1",1,35.83200635
G12,HEX,,NTC,1,45
H01,HEX,,''09-17,1,45
H02,HEX,,''09-17,2,40.87780164
H03,HEX,,''09-25,1,45
H04,HEX,,''09-25,2,45
H05,HEX,,''09-34,1,45
H06,HEX,,''09-34,2,45
H07,HEX,,''09-42,1,45
H08,HEX,,''09-42,2,45
H09,HEX,,"Bd+FV3 10_5,5",2,25.10670442
H10,HEX,,"Bd+FV3 10_2,2",2,35.42627708
H11,HEX,,"Bd+FV3 10_1,1",2,36.51836628
H12,HEX,,NTC,2,45
A01,FAM,,'07-34,1,45
A02,FAM,,'07-34,2,45
A03,FAM,,'08-11,1,45
A04,FAM,,'08-11,2,45
A05,FAM,,'08-19,1,45
A06,FAM,,'08-19,2,45
A07,FAM,,'08-27,1,45
A08,FAM,,'08-27,2,45
A09,FAM,,'08-35,1,45
A10,FAM,,'08-35,2,45
A11,FAM,,'08-43,1,45
A12,FAM,,'08-43,2,45
B01,FAM,,'07-35,1,45
B02,FAM,,'07-35,2,41.53070114
B03,FAM,,'08-12,1,45
B04,FAM,,'08-12,2,45
B05,FAM,,'08-20,1,45
B06,FAM,,'08-20,2,45
B07,FAM,,'08-28,1,45
B08,FAM,,'08-28,2,45
B09,FAM,,'08-36,1,45
B10,FAM,,'08-36,2,45
